index, matrix_size, precision, error, time, iterations, min_val, max_val
53, 5, 1.000000e-03, 9.219307e-19, 49333, 1, -1.000000e+09, 1.000000e+09, 
54, 5, 1.000000e-03, 1.916187e-18, 51555, 1, -1.000000e+09, 1.000000e+09, 
55, 5, 1.000000e-03, 1.129540e-18, 48445, 1, -1.000000e+09, 1.000000e+09, 
56, 5, 1.000000e-03, 1.299136e-18, 56000, 1, -1.000000e+09, 1.000000e+09, 
57, 5, 1.000000e-03, 1.355069e-18, 84000, 1, -1.000000e+09, 1.000000e+09, 
58, 5, 1.000000e-03, 1.172203e-18, 55111, 1, -1.000000e+09, 1.000000e+09, 
59, 5, 1.000000e-03, 1.677090e-18, 48000, 1, -1.000000e+09, 1.000000e+09, 
60, 5, 1.000000e-03, 2.677119e-19, 43555, 1, -1.000000e+09, 1.000000e+09, 
61, 5, 1.000000e-03, 2.317799e-19, 42666, 1, -1.000000e+09, 1.000000e+09, 
62, 5, 1.000000e-03, 7.484383e-19, 46667, 1, -1.000000e+09, 1.000000e+09, 
63, 5, 1.000000e-03, 7.225644e-20, 47555, 1, -1.000000e+09, 1.000000e+09, 
64, 5, 1.000000e-03, 2.225129e-18, 88000, 1, -1.000000e+09, 1.000000e+09, 
65, 5, 1.000000e-03, 6.279684e-19, 44000, 1, -1.000000e+09, 1.000000e+09, 
66, 5, 1.000000e-03, 5.291347e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
67, 5, 1.000000e-03, 2.247864e-19, 43555, 1, -1.000000e+09, 1.000000e+09, 
68, 5, 1.000000e-03, 8.227394e-19, 43556, 1, -1.000000e+09, 1.000000e+09, 
69, 5, 1.000000e-03, 2.143306e-18, 44889, 1, -1.000000e+09, 1.000000e+09, 
70, 5, 1.000000e-03, 2.319483e-18, 43556, 1, -1.000000e+09, 1.000000e+09, 
71, 5, 1.000000e-03, 5.228809e-19, 45333, 1, -1.000000e+09, 1.000000e+09, 
72, 5, 1.000000e-03, 3.187992e-18, 44000, 1, -1.000000e+09, 1.000000e+09, 
73, 5, 1.000000e-03, 1.338354e-18, 41334, 1, -1.000000e+09, 1.000000e+09, 
74, 5, 1.000000e-03, 8.421882e-19, 41333, 1, -1.000000e+09, 1.000000e+09, 
